,ID,Startzeit,Fertigstellungszeit,Schulform,Alter,"Schulstufe (1. Jg HTL oder Fachschule = 9. Schulstufe, 4. Jg = 12. Schulstufe); für Kolleg bzw. Tageskolleg bitte >13 wählen",Geschlecht,Ich finde Onlineunterricht (alle Schüler/innen/Studierende sind zuhause) im Allgemeinen genauso gut wie normalen Unterricht (Präsenzunterricht). 5 Sterne = trifft voll zu,"Gib an, wie gut deine Bedingungen zum Onlinelernen zuhause sind (Computer, Internet, angenehmer Arbeitsplatz). 5 Sterne = sehr gut",Ich nehme am Onlineunterricht normalerweise über einen Laptop von zuhause aus teil. (5 trifft voll zu),"Gib an, ob der Onlineunterricht für dich im Allgemeinen anstrengender ist als Präsenzunterricht (5 Sterne = trifft voll zu)","Gib an, ob die Arbeitsbelastung für die Schule durch den Onlineunterricht im Allgemeinen  zunimmt (5 Sterne = sehr stark)",dass er nicht zeitig in der Früh ist,dass ich zuhause Ruhe habe,dass oft genug eine Pause eingelegt wird,dass der Unterricht gut strukturiert ist,"dass Onlineübungen eingebunden sind, die nicht bewertet sind, z.B. ein paar Fragen, wo man erfährt, ob sie stimmen, oder nicht, die aber nicht bewertet werden",dass Spiele in den Unterricht eingebunden werden,"dass es Arbeitsaufträge gibt, bei denen ich mit einem oder mehreren meiner Mitschüler/innen zusammenarbeite","dass klar ist, welche Leistungen zu erbringen sind","Wenn ich etwas Privates vom Lehrer/der Lehrerin mitbekomme (z.B. Kinder, Haustiere im Hintergrund etc.)",wenn ich im Onlineunterricht namentlich angesprochen werden,"wenn der Lehrer/die Lehrerin zeigt bzw. zugibt, dass sie sich irgendwo nicht auskennt",wenn ich im Unterricht gelobt werde,wenn andere im Onlineunterricht gelobt werden,"Ergänze hier Faktoren, die deine Freude am Onlineunterricht erhöhen, die bei Frage 12 nicht genannt sind.","Kreuze an, welche Vorteile der Unterricht im Klassenzimmer gegenüber dem Onlineunterricht hat.","Wenn du bei Frage 14 ""Sonstige"" angekreuzt hast, gib an, was du dabei gemeint hast.","Hast du den Eindruck, dass  ältere Lehrkräfte (>35 Jahre) im Allgemeinen schlechter mit der Gestaltung des  Onlineunterrichts zurecht kommen tun als jüngere Lehrkräfte? (5 Sterne= trifft voll zu)","Ich fände es gut, wenn auch in Zukunft ein Teil des Unterrichts online stattfindet (5 Sterne = trifft voll zu)",Kommentare,Schule
588,74,2021-03-16 13:02:13,2021-03-16 13:07:41,HTL,16-17,12,männlich,4.0,5.0,5.0,2.0,3.0,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,Fachabhängig,Zusammenarbeit mit Mitschüler/innen einfacher;,,1.0,5.0,Die letzte Frage ist interessant und vorausdenkend. Gut gemacht,hblva17
589,75,2021-03-16 13:02:13,2021-03-16 13:08:11,HTL,18-20,12,weiblich,3.0,3.0,5.0,2.0,4.0,nicht wichtig,wichtig,egal,wichtig,wichtig,egal,wichtig,sehr wichtig,nicht wichtig,egal,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;,,3.0,3.0,,hblva17
590,76,2021-03-16 13:01:31,2021-03-16 13:08:17,HTL,16-17,12,weiblich,2.0,4.0,3.0,5.0,4.0,egal,wichtig,sehr wichtig,sehr wichtig,egal,egal,wichtig,sehr wichtig,wichtig,nicht wichtig,egal,egal,gar nicht wichtig,"Zusammenfassungen über den Stoff bzw. ein Skript, in dem man alles nachlesen kann, was relevant ist und auch NUR DAS zu Tests/Wh kommt. Man muss nicht bei allem zuhören um den Stoff zu kennen, sondern kann alles nachlesen, falls es zu Internetproblemen kommt. Woher soll man denn sonst das wissen, was nur gesagt wurde?",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,"man lässt sich nicht ablenken, weil der Lehrer dich sieht",3.0,1.0,"Ich bitte alle Lehrer, dass sie sich ordentliche Unterlagen zulegen und darin Zeit investieren. Dadurch ist das Lernen leichter, bereitet mehr Freude und geht schneller.",hblva17
591,77,2021-03-16 13:01:37,2021-03-16 13:08:28,HTL,18-20,12,weiblich,1.0,4.0,5.0,5.0,5.0,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,gar nicht wichtig,egal,sehr wichtig,gar nicht wichtig,gar nicht wichtig,sehr wichtig,egal,egal,"motivierte & organisierte Lehrer (Tests, Unterricht)",keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;,,1.0,1.0,,hblva17
592,78,2021-03-16 13:01:45,2021-03-16 13:09:01,HTL,16-17,12,männlich,4.0,5.0,5.0,3.0,2.0,egal,wichtig,egal,wichtig,egal,egal,egal,sehr wichtig,egal,wichtig,wichtig,wichtig,egal,,Sonstige;,"Es ist einfacher sich in der Schule zu Konzentrieren und tatsächlich am Thema dran zu bleiben, Zuhause schweift man schnell ab und ist am Handy etc",1.0,3.0,Online Unterricht bietet oft fast einen Gleichwertigen Unterricht nur ist es schwierig fokussiert zu bleiben ,hblva17
593,79,2021-03-16 13:02:49,2021-03-16 13:09:15,HTL,16-17,12,weiblich,3.0,3.0,5.0,4.0,4.0,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,egal,nicht wichtig,egal,gar nicht wichtig,gar nicht wichtig,"Gute Unterlagen, wo alles draufsteht, damit wenn man was nicht so gut mitbekommt nachlesen kann; wenn die lehrer versuchen auch die schüler von zu hause mit einzubeziehen",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;Sonstige;,"Es ist leichter eine gute Mitarbeit zu haben, da die Lehrer, wenn sie fragen stellen online oft nicht sehen wer aufzeigt und immer die gleichen Personen dann ""rauschschreien"". Im Klassenzimmer sehen sie zumindest wer aufzeigt auch wenn natürlich nicht jede Person antworten kann. Außerdem ist es irgendwie komisch zu reden über den Computer. Es gibt auch weniger Ablenkungen wie Handys etc.",3.0,4.0,,hblva17
594,80,2021-03-16 13:01:33,2021-03-16 13:09:47,HTL,18-20,12,weiblich,5.0,4.0,5.0,1.0,3.0,egal,wichtig,egal,nicht wichtig,sehr wichtig,egal,gar nicht wichtig,sehr wichtig,egal,nicht wichtig,wichtig,gar nicht wichtig,egal,"etwas mehr nachsicht, wenn man aufgerufen wird und nicht anwortet, es gibt eine vielzahl an gründen warum man nicht antworten kann (ausfallendes internet, keiner sagt was wenn er/sie aufs klo muss, mikrofon funktioniert nicht,...)

arbeitsaufträge eher über längere zeit öffnen anstelle nur für den zeitraum des unterrichts",keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,"ich will nur sagen, dass die arbeitsumgebung in der schule alles andere als ruhig ist",2.0,5.0,,hblva17
595,81,2021-03-16 13:05:57,2021-03-16 13:11:22,HTL,16-17,12,männlich,3.0,5.0,4.0,4.0,5.0,nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,gar nicht wichtig,gar nicht wichtig,sehr wichtig,egal,gar nicht wichtig,sehr wichtig,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,1.0,3.0,,hblva17
596,1,2021-03-12 08:03:27,2021-03-12 08:07:12,HTL,14-15,9,männlich,4.0,5.0,5.0,4.0,2.0,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,egal,egal,wichtig,wichtig,nicht wichtig,egal,nicht wichtig,nicht wichtig,Keine Hausübung nach dem Onlineunterricht,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,4.0,3.0,,TGM
597,2,2021-03-12 08:03:29,2021-03-12 08:08:05,HTL,14-15,9,männlich,3.0,5.0,5.0,1.0,1.0,gar nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,egal,wichtig,nicht wichtig,sehr wichtig,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,1.0,,TGM
598,3,2021-03-12 08:03:25,2021-03-12 08:08:32,HTL,14-15,9,weiblich,3.0,5.0,5.0,3.0,2.0,sehr wichtig,wichtig,wichtig,wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,wichtig,wichtig,Keine Ahnung was sie meinen ,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;,,2.0,5.0,Gute Fragen überlegt 🌝,TGM
599,4,2021-03-12 08:03:24,2021-03-12 08:09:02,HTL,14-15,9,männlich,4.0,5.0,5.0,3.0,3.0,egal,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,wichtig,egal,sehr wichtig,gar nicht wichtig,egal,egal,wichtig,wichtig,"Nicht in jeder Stunde eine Online Kofernez haben, stattdessen mehr Arbeitsaufträge sind.",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,1.0,5.0,,TGM
600,5,2021-03-12 08:03:36,2021-03-12 08:09:07,HTL,14-15,9,weiblich,2.0,4.0,5.0,5.0,5.0,wichtig,egal,sehr wichtig,wichtig,egal,wichtig,gar nicht wichtig,sehr wichtig,egal,egal,nicht wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;Zusammenarbeit mit Mitschüler/innen einfacher;,,3.0,1.0,,TGM
601,6,2021-03-12 08:04:09,2021-03-12 08:09:26,HTL,14-15,9,männlich,4.0,,5.0,2.0,2.0,egal,egal,wichtig,wichtig,wichtig,sehr wichtig,egal,wichtig,gar nicht wichtig,egal,egal,egal,gar nicht wichtig,,Sonstige;,,3.0,5.0,,TGM
602,7,2021-03-12 08:03:37,2021-03-12 08:10:34,HTL,14-15,9,männlich,3.0,3.0,5.0,1.0,3.0,wichtig,sehr wichtig,sehr wichtig,egal,egal,gar nicht wichtig,wichtig,sehr wichtig,nicht wichtig,egal,gar nicht wichtig,egal,egal,Manche Lehrer gehen öfter auf Fragen ein als wären wir in der Schule.,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,3.0,Vielleicht wenn weniger Online-Test stattfinden. ,TGM
603,8,2021-03-12 08:03:25,2021-03-12 08:10:35,HTL,14-15,9,männlich,5.0,5.0,5.0,3.0,1.0,wichtig,wichtig,egal,wichtig,egal,nicht wichtig,egal,wichtig,nicht wichtig,egal,wichtig,wichtig,gar nicht wichtig,nichts,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,Mehr Konzentration ,2.0,5.0,Sehr interessant ,TGM
604,9,2021-03-12 08:03:24,2021-03-12 08:10:53,HTL,14-15,9,männlich,4.0,5.0,5.0,3.0,3.0,gar nicht wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,wichtig,egal,sehr wichtig,gar nicht wichtig,wichtig,egal,sehr wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,4.0,,TGM
605,10,2021-03-12 08:03:30,2021-03-12 08:10:58,HTL,14-15,9,männlich,3.0,5.0,5.0,3.0,3.0,nicht wichtig,sehr wichtig,wichtig,wichtig,wichtig,wichtig,egal,sehr wichtig,gar nicht wichtig,gar nicht wichtig,sehr wichtig,egal,gar nicht wichtig,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,3.0,4.0,,TGM
606,11,2021-03-12 08:03:27,2021-03-12 08:11:14,HTL,14-15,9,weiblich,2.0,4.0,5.0,4.0,4.0,sehr wichtig,wichtig,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,wichtig,egal,gar nicht wichtig,wichtig,sehr wichtig,wichtig,wenn wir uns manchmal themen aussuchen dürfen,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,bessere konzentration,4.0,1.0,,TGM
607,12,2021-03-12 08:03:44,2021-03-12 08:11:29,HTL,>20,9,weiblich,2.0,4.0,4.0,4.0,3.0,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,nicht wichtig,wichtig,nicht wichtig,egal,wichtig,wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;ruhigere Arbeitsumgebung als zuhause;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;Sonstige;,,4.0,1.0,,TGM
608,13,2021-03-12 08:03:26,2021-03-12 08:11:52,HTL,14-15,9,männlich,2.0,4.0,5.0,5.0,3.0,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,nicht wichtig,wichtig,sehr wichtig,egal,egal,"team aufgaben lösen, ",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,2.0,2.0,Im großen und ganzen wird das DL nie den Präsens Unterricht ganz ersetzten können da der soziale kontakt fehlt. Deshalb bin ich ein fan vom Schichtbetrieb.,TGM
609,14,2021-03-12 08:04:45,2021-03-12 08:12:09,HTL,14-15,9,weiblich,2.0,5.0,5.0,4.0,2.0,gar nicht wichtig,egal,wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,nicht wichtig,nicht wichtig,sehr wichtig,egal,wichtig,Teamarbeits Aufgaben ,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,,2.0,3.0,,TGM
610,15,2021-03-12 08:03:36,2021-03-12 08:12:15,HTL,14-15,9,männlich,4.0,5.0,5.0,1.0,3.0,sehr wichtig,sehr wichtig,wichtig,wichtig,egal,egal,wichtig,sehr wichtig,nicht wichtig,wichtig,egal,egal,egal,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,2.0,,TGM
611,16,2021-03-12 08:04:02,2021-03-12 08:12:21,HTL,14-15,9,männlich,3.0,4.0,2.0,4.0,3.0,wichtig,wichtig,egal,sehr wichtig,sehr wichtig,gar nicht wichtig,egal,sehr wichtig,gar nicht wichtig,nicht wichtig,egal,nicht wichtig,egal,Aktive Arbeit von Lehrer sowie Schüler.,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,Bei Teamarbeiten besserer austausch von Informationen.,3.0,5.0,"Im Insgesamten wurde der Online-Unterricht an unserer Schule sehr schlicht und gut gelöst.
LG",TGM
612,17,2021-03-12 08:03:24,2021-03-12 08:14:31,HTL,14-15,9,männlich,3.0,4.0,5.0,4.0,3.0,wichtig,,,wichtig,wichtig,egal,sehr wichtig,wichtig,wichtig,egal,wichtig,wichtig,gar nicht wichtig,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,5.0,,TGM
613,18,2021-03-12 08:09:20,2021-03-12 08:14:57,HTL,14-15,9,männlich,2.0,4.0,5.0,5.0,4.0,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,wichtig,wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,gar nicht wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,5.0,2.0,Online-Unterricht ist einfach nur stressig und unübersichtlich,TGM
614,19,2021-03-12 08:03:38,2021-03-12 08:16:00,HTL,16-17,9,männlich,2.0,4.0,5.0,3.0,4.0,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,egal,egal,egal,egal,"In der früh kein Unterricht
Oft Themen wiederholen",direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;Sonstige;,"Nicht immer so müde wie zuhause
Freunde
Man geht raus von zuhause
Man sieht besser aus und sitzt nicht mit Schlafanzug vor dem Laptop ",3.0,1.0,,TGM
615,20,2021-03-12 08:03:39,2021-03-12 08:16:29,HTL,14-15,9,männlich,4.0,5.0,5.0,1.0,2.0,gar nicht wichtig,wichtig,egal,wichtig,sehr wichtig,egal,wichtig,sehr wichtig,egal,egal,sehr wichtig,nicht wichtig,egal,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,2.0,5.0,,TGM
616,21,2021-03-12 08:12:51,2021-03-12 08:18:14,HTL,14-15,9,weiblich,3.0,5.0,5.0,1.0,2.0,egal,wichtig,egal,wichtig,wichtig,nicht wichtig,nicht wichtig,wichtig,egal,egal,egal,wichtig,wichtig,Auch manchmal nur Übungen bekommen,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,2.0,2.0,,TGM
617,22,2021-03-12 08:03:30,2021-03-12 08:18:19,HTL,16-17,11,männlich,2.0,4.0,5.0,4.0,3.0,egal,wichtig,wichtig,nicht wichtig,wichtig,egal,wichtig,egal,egal,nicht wichtig,egal,wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;,,4.0,3.0,,TGM
618,23,2021-03-12 08:04:44,2021-03-12 08:18:32,HTL,14-15,9,männlich,1.0,5.0,5.0,4.0,5.0,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,egal,egal,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;Zusammenarbeit mit Mitschüler/innen einfacher;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,1.0,3.0,"Zu Frage 17: Ja fände ich, wenn man zb für jeden Schüler aus Wien an einem Tag online Unterricht macht. ",TGM
619,24,2021-03-12 11:10:54,2021-03-12 11:13:50,HTL,14-15,10,männlich,3.0,5.0,5.0,2.0,3.0,egal,sehr wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,egal,sehr wichtig,sehr wichtig,egal,sehr wichtig,wichtig,egal,egal,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Nachfragen einfacher;,,3.0,1.0,,TGM
620,25,2021-03-12 11:10:44,2021-03-12 11:14:16,HTL,16-17,10,männlich,5.0,5.0,1.0,2.0,1.0,sehr wichtig,sehr wichtig,sehr wichtig,wichtig,egal,egal,,egal,egal,egal,egal,egal,egal,Später aufstehen,keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;ruhigere Arbeitsumgebung als zuhause;,,4.0,4.0,,TGM
621,26,2021-03-12 11:10:57,2021-03-12 11:14:17,HTL,16-17,10,männlich,5.0,3.0,5.0,3.0,5.0,wichtig,sehr wichtig,wichtig,sehr wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,egal,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,5.0,,TGM
622,27,2021-03-12 11:10:47,2021-03-12 11:14:38,HTL,16-17,10,weiblich,3.0,4.0,5.0,1.0,2.0,nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,sehr wichtig,gar nicht wichtig,wichtig,sehr wichtig,sehr wichtig,egal,egal,sehr wichtig,sehr wichtig,,direktes Gespräch mit Lehrkraft möglich;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,,,,TGM
623,28,2021-03-12 11:12:01,2021-03-12 11:14:47,HTL,14-15,10,männlich,5.0,5.0,5.0,1.0,3.0,sehr wichtig,sehr wichtig,wichtig,wichtig,egal,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,gar nicht wichtig,,,,,,,TGM
624,29,2021-03-12 11:10:50,2021-03-12 11:15:07,HTL,14-15,10,männlich,1.0,2.0,4.0,5.0,5.0,egal,wichtig,wichtig,sehr wichtig,wichtig,wichtig,sehr wichtig,sehr wichtig,egal,sehr wichtig,sehr wichtig,wichtig,sehr wichtig,,ruhigere Arbeitsumgebung als zuhause;,,3.0,1.0,,TGM
625,30,2021-03-12 11:10:51,2021-03-12 11:15:12,HTL,16-17,10,männlich,5.0,5.0,4.0,3.0,3.0,wichtig,sehr wichtig,wichtig,sehr wichtig,wichtig,egal,wichtig,sehr wichtig,nicht wichtig,gar nicht wichtig,egal,sehr wichtig,wichtig,,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;,,3.0,4.0,,TGM
626,31,2021-03-12 11:10:50,2021-03-12 11:15:13,HTL,14-15,9,männlich,5.0,2.0,5.0,1.0,2.0,egal,egal,wichtig,egal,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,egal,gar nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,einfach das der unterrict spas macht denn dann wird man auch nicht müde oder sonst was,direktes Gespräch mit Lehrkraft möglich;Nachfragen einfacher;,,1.0,5.0,,TGM
627,32,2021-03-12 11:10:59,2021-03-12 11:15:33,HTL,16-17,10,männlich,5.0,5.0,5.0,1.0,1.0,egal,sehr wichtig,egal,wichtig,sehr wichtig,nicht wichtig,sehr wichtig,sehr wichtig,nicht wichtig,nicht wichtig,egal,sehr wichtig,wichtig,Ich spare mir die einstündigen Anreise in die Schule,Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;,,2.0,5.0,,TGM
628,33,2021-03-12 11:11:04,2021-03-12 11:16:05,HTL,16-17,10,männlich,3.0,4.0,5.0,3.0,3.0,wichtig,sehr wichtig,egal,wichtig,nicht wichtig,nicht wichtig,egal,sehr wichtig,,,,,,,Zusammenarbeit mit Mitschüler/innen einfacher;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;keine technischen Fertigkeiten (Computerbedienung) dafür erforderlich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;direktes Gespräch mit Lehrkraft möglich;Sonstige;,,5.0,3.0,,TGM
629,34,2021-03-12 11:10:54,2021-03-12 11:16:10,HTL,16-17,10,männlich,3.0,5.0,4.0,3.0,3.0,wichtig,wichtig,wichtig,wichtig,egal,sehr wichtig,sehr wichtig,wichtig,egal,egal,egal,egal,egal,,Zusammenarbeit mit Mitschüler/innen einfacher;,,3.0,4.0,,TGM
630,35,2021-03-12 11:11:17,2021-03-12 11:16:14,HTL,16-17,10,männlich,2.0,5.0,5.0,3.0,4.0,egal,wichtig,sehr wichtig,sehr wichtig,egal,egal,egal,sehr wichtig,egal,wichtig,sehr wichtig,sehr wichtig,sehr wichtig,Die Persöhnlichkeit des Lehrers/Lehrerin,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;ruhigere Arbeitsumgebung als zuhause;Nachfragen einfacher;Zusammenarbeit mit Mitschüler/innen einfacher;,,3.0,4.0,,TGM
631,36,2021-03-12 11:14:10,2021-03-12 11:16:15,HTL,14-15,10,männlich,2.0,2.0,4.0,5.0,5.0,wichtig,wichtig,sehr wichtig,sehr wichtig,wichtig,egal,nicht wichtig,gar nicht wichtig,gar nicht wichtig,nicht wichtig,egal,wichtig,sehr wichtig,naja so gesehen gibt es nicht soviel tolles am online unterricht,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Nachfragen einfacher;,,1.0,1.0,keine,TGM
632,37,2021-03-12 11:10:48,2021-03-12 11:16:37,HTL,14-15,10,männlich,2.0,5.0,5.0,5.0,3.0,egal,wichtig,wichtig,sehr wichtig,wichtig,egal,sehr wichtig,sehr wichtig,egal,egal,wichtig,wichtig,wichtig,"Eine richtige erklärungsweise, so das man alles versteht.",direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,1.0,3.0,,TGM
633,38,2021-03-12 11:10:51,2021-03-12 11:17:14,HTL,14-15,10,männlich,3.0,4.0,5.0,3.0,4.0,wichtig,sehr wichtig,wichtig,sehr wichtig,egal,sehr wichtig,wichtig,sehr wichtig,egal,nicht wichtig,sehr wichtig,sehr wichtig,sehr wichtig,Wenn lehrer nett zu jemanden sind und nicht unmöglich vieles verlangen,direktes Gespräch mit Lehrkraft möglich;Reaktion der Lehrkraft auf das Verhalten der Schüler/innen besser erkennbar;Zusammenarbeit mit Mitschüler/innen einfacher;Nachfragen einfacher;,,4.0,5.0,"Es ist soooo scheiße wenn lehrer viel verlangen (Chemie) einfach jede woche ein Arbeitsauftrag bzw. WH und noch dazu sind diese sehr schwer.
Aber ich möchte Karglmayer Christopher sehr loben denn er macht alles richtig holt sich feedback von erfahreneren lehrer und bringt auch neue saachen in den unterricht nachdem er fragt ob es passt",TGM
